Date,Volume,VW,Open,Close,High,Low,Number_of_trades
2023-01-06 13:30:00,3162735.0,382.17795666666666,379.0,383.73,384.04,378.49,15836
2023-01-06 14:00:00,872900.0,382.8757366666667,383.77,382.6,383.89,382.2,5446
2023-01-06 14:30:00,8883641.0,381.27111333333335,382.61,380.737,383.96,379.45,74376
2023-01-06 15:00:00,8603569.0,382.77737333333334,380.76,382.93,383.94,380.75,73278
2023-01-06 15:30:00,10605979.0,383.69925333333333,382.93,385.27,385.57,379.4127,63179
2023-01-06 16:00:00,6442508.0,385.23714,385.3,385.34,386.11,385.0801,52593
2023-01-06 16:30:00,4840079.0,385.8976166666667,385.35,386.26,386.72,385.0,41579
2023-01-06 17:00:00,3610489.0,385.90105666666665,386.26,385.5711,386.51,385.38,28582
2023-01-06 17:30:00,2885514.0,385.48491333333334,385.59,385.46,385.8699,385.06,24079
2023-01-06 18:00:00,2779933.0,385.42475,385.45,386.13,386.2301,385.215,23953
2023-01-06 18:30:00,3181556.0,386.4736033333333,386.1379,386.72,386.85,386.1035,30114
2023-01-06 19:00:00,6634166.0,387.18649666666664,386.72,387.75,388.14,386.72,44625
2023-01-06 19:30:00,5174602.0,387.67188,387.75,388.52,388.79,387.715,37722
2023-01-06 20:00:00,5644167.0,388.79877666666664,388.51,388.37,389.25,388.265,50914
2023-01-06 20:30:00,16845539.0,388.23060999999996,388.375,388.03,389.07,387.73,106832
2023-01-06 21:00:00,8249486.0,386.82419000000004,388.04,387.85,390.0,387.58,5140
2023-01-06 21:30:00,744430.0,387.57275000000004,387.81,387.78,388.08,387.76,1148
2023-01-06 22:00:00,130477.0,387.80913571428573,387.79,387.81,388.0,387.75,430
2023-01-06 22:30:00,95241.0,387.8103875,387.85,387.83,387.89,387.6,536
2023-01-06 23:00:00,49274.0,387.8435684210526,387.83,387.86,387.88,387.81,200
2023-01-06 23:30:00,27979.0,387.80703181818177,387.81,387.78,387.85,387.75,246
2023-01-07 00:00:00,65205.0,387.6889571428572,387.79,387.7,387.83,386.38,334
2023-01-07 00:30:00,16524.0,387.6289888888889,387.62,387.58,387.68,387.51,352
2023-01-09 09:00:00,20437.0,389.0402318181818,388.37,389.32,389.55,388.37,230
2023-01-09 09:30:00,24799.0,389.5184933333333,389.34,389.4,389.8,389.29,135
2023-01-09 10:00:00,24965.0,389.61005714285716,389.35,389.72,389.9,389.31,171
2023-01-09 10:30:00,11692.0,389.5373333333334,389.74,389.68,389.74,389.39,64
2023-01-09 11:00:00,15552.0,389.50216,389.65,389.4,389.8,389.28,92
2023-01-09 11:30:00,12332.0,389.3877272727273,389.32,389.31,389.5,389.22,115
2023-01-09 12:00:00,150988.0,389.54798620689655,389.3,389.52,389.73,389.3,792
2023-01-09 12:30:00,168776.0,389.74940714285714,389.57,389.65,390.05,389.54,961
2023-01-09 13:00:00,315048.0,389.44451000000004,389.5,389.969,390.05,388.5,2492
2023-01-09 13:30:00,174577.0,389.9724133333333,389.95,389.66,390.29,389.6,1890
2023-01-09 14:00:00,357027.0,390.02226666666667,389.67,390.37,390.53,389.58,2699
2023-01-09 14:30:00,7050502.0,390.58566666666667,390.37,391.6,391.67,389.35,63741
2023-01-09 15:00:00,4752816.0,391.68741666666665,391.62,391.419,392.16,391.21,45788
2023-01-09 15:30:00,4989428.0,392.6676033333333,391.4201,392.6,393.25,391.42,40105
2023-01-09 16:00:00,3425485.0,393.3207866666667,392.6,393.52,393.7,392.6,32379
2023-01-09 16:30:00,3801006.0,392.9496966666667,393.525,393.38,393.638,392.82,29292
2023-01-09 17:00:00,2696775.0,392.74011,393.38,392.91,393.38,392.43,22601
2023-01-09 17:30:00,3582792.0,392.2769466666667,392.91,392.32,392.97,391.86,27567
2023-01-09 18:00:00,3111860.0,391.98317000000003,392.325,392.0,392.47,391.51,27432
2023-01-09 18:30:00,5538646.0,390.7468666666667,391.995,390.485,392.04,389.87,46266
2023-01-09 19:00:00,4701682.0,390.58589666666666,390.49,390.56,391.12,389.9,37944
2023-01-09 19:30:00,3549074.0,389.95705333333336,390.565,388.95,390.74,388.76,32873
2023-01-09 20:00:00,6046815.0,388.77235,388.9495,388.3599,389.22,388.19,46691
2023-01-09 20:30:00,11053589.0,388.14612,388.36,387.8657,388.55,387.67,79595
2023-01-09 21:00:00,6531550.0,387.77707666666663,387.88,387.74,387.95,387.51,4261
2023-01-09 21:30:00,291544.0,387.7279766666667,387.86,387.79,387.86,387.6,537
2023-01-09 22:00:00,84771.0,387.72416923076923,387.82,387.75,387.94,387.6,437
2023-01-09 22:30:00,28631.0,387.731835,387.75,387.81,387.86,387.66,261
2023-01-09 23:00:00,50961.0,387.74893157894735,387.83,387.78,387.92,387.67,265
2023-01-09 23:30:00,22944.0,387.6610041666667,387.74,387.54,387.8,387.38,326
2023-01-10 00:00:00,50950.0,387.1816909090909,387.6,386.95,387.66,386.8,460
2023-01-10 00:30:00,79329.0,387.0908,386.92,387.15,387.21,386.91,435
2023-01-10 09:00:00,21860.0,387.1506043478261,387.86,387.33,387.86,386.91,191
2023-01-10 09:30:00,28724.0,387.5592823529412,387.28,387.67,387.73,387.28,141
2023-01-10 10:00:00,9702.0,387.59066875,387.82,387.62,387.83,387.4,87
2023-01-10 10:30:00,15405.0,387.78849545454545,387.76,387.63,387.95,387.63,133
2023-01-10 11:00:00,22463.0,387.2426105263158,387.63,387.09,387.63,386.9,185
2023-01-10 11:30:00,96801.0,386.77185599999996,387.1,386.76,387.1,386.5,438
2023-01-10 12:00:00,360868.0,386.38615666666664,386.71,386.29,386.75,385.81,1555
2023-01-10 12:30:00,141088.0,386.1131413793104,386.28,386.28,386.31,385.74,942
2023-01-10 13:00:00,364456.0,386.16088666666667,386.25,385.79,387.7396,385.79,2161
2023-01-10 13:30:00,212353.0,386.12653666666665,385.79,386.6,386.65,385.75,1665
2023-01-10 14:00:00,846260.0,387.34711,386.6,387.26,387.75,386.3,5661
2023-01-10 14:30:00,6199807.0,388.2813433333333,387.25,388.45,389.23,387.02,64208
2023-01-10 15:00:00,5340632.0,388.83555666666666,388.46,388.255,389.99,387.84,45563
2023-01-10 15:30:00,5006056.0,387.36867333333333,388.26,388.3701,388.58,386.27,46626
2023-01-10 16:00:00,2984729.0,388.37637333333333,388.39,388.009,388.8,387.81,26787
2023-01-10 16:30:00,2691383.0,387.88898333333333,387.98,388.12,388.41,387.35,23677
2023-01-10 17:00:00,2741257.0,387.96805333333333,388.12,388.07,388.67,387.19,24816
2023-01-10 17:30:00,2604291.0,388.6568966666666,388.04,388.78,389.1896,387.96,22693
2023-01-10 18:00:00,2406326.0,388.9687333333333,388.78,388.93,389.39,388.53,23146
2023-01-10 18:30:00,2793758.0,389.2631866666667,388.935,389.52,389.6101,388.81,23142
2023-01-10 19:00:00,3204351.0,389.79481666666663,389.57,389.905,390.13,389.38,27408
2023-01-10 19:30:00,2718060.0,389.66052,389.91,389.49,390.22,389.24,24952
2023-01-10 20:00:00,3796799.0,389.3396166666667,389.485,389.5,389.8,388.76,31414
2023-01-10 20:30:00,9941037.0,389.77731,389.5,390.63,390.65,389.29,66801
2023-01-10 21:00:00,5771217.0,390.45664666666664,390.64,390.549,390.82,390.37,4139
2023-01-10 21:30:00,609162.0,390.6324344827586,390.52,390.62,390.7,390.5,545
2023-01-10 22:00:00,125593.0,390.57769565217393,390.69,390.54,390.69,390.53,312
2023-01-10 22:30:00,41321.0,390.64675625,390.54,390.65,390.72,390.54,440
2023-01-10 23:00:00,76372.0,390.48324166666663,390.65,390.63,390.69,390.37,364
2023-01-10 23:30:00,26686.0,390.60018636363634,390.6,390.7,390.77,390.48,249
2023-01-11 00:00:00,110997.0,390.9523857142857,390.75,390.9,391.15,390.73,589
2023-01-11 00:30:00,99257.0,390.9303115384615,390.93,391.07,391.07,390.79,467
2023-01-11 09:00:00,15538.0,391.13758800000005,390.45,391.59,391.6,390.36,178
2023-01-11 09:30:00,12878.0,391.367985,391.49,391.3,391.49,391.24,100
2023-01-11 10:00:00,19677.0,391.58639999999997,391.42,391.53,391.94,391.4,133
2023-01-11 10:30:00,15224.0,391.29839411764704,391.55,391.3,391.55,391.1,121
2023-01-11 11:00:00,6725.0,391.25324374999997,391.28,391.26,391.37,391.1,62
2023-01-11 11:30:00,35874.0,391.5358058823529,391.34,391.38,391.75,391.2,174
2023-01-11 12:00:00,130716.0,391.1888,391.43,391.08,391.5,390.77,875
2023-01-11 12:30:00,99845.0,391.3255846153846,391.06,391.4,391.56,391.06,744
2023-01-11 13:00:00,217087.0,391.75158999999996,391.32,391.85,392.1,390.2,1908
2023-01-11 13:30:00,314099.0,391.88258333333334,391.91,392.16,392.25,391.49,2015
2023-01-11 14:00:00,356765.0,392.01313666666664,392.19,392.23,392.51,391.75,2516
2023-01-11 14:30:00,6046236.0,392.5476433333333,392.23,392.31,393.1594,391.8,55665
2023-01-11 15:00:00,3783344.0,392.5704266666666,392.31,393.04,393.08,392.035,32677
2023-01-11 15:30:00,4183261.0,392.1803433333333,393.05,391.5801,393.06,391.38,35738
2023-01-11 16:00:00,3914348.0,392.1745233333333,391.595,392.61,392.74,391.514,26500
2023-01-11 16:30:00,2347483.0,392.72232333333335,392.62,392.74,393.045,392.32,22619
2023-01-11 17:00:00,4225989.0,393.04275333333334,392.77,393.445,393.63,392.765,24069
2023-01-11 17:30:00,2842184.0,393.14728333333335,393.45,393.189,393.54,392.96,20799
2023-01-11 18:00:00,3508345.0,393.49519,393.202,393.835,394.28,392.945,30672
2023-01-11 18:30:00,2734764.0,393.72341,393.845,393.64,394.12,393.39,22960
2023-01-11 19:00:00,2494925.0,393.6472733333333,393.65,393.81,393.99,393.18,23920
2023-01-11 19:30:00,2867304.0,394.21330666666665,393.83,394.3082,394.56,393.765,23978
2023-01-11 20:00:00,5198169.0,394.5626933333333,394.3,394.575,394.92,394.23,37423
2023-01-11 20:30:00,15616281.0,393.79463000000004,394.5815,395.5,395.6,394.03,77778
2023-01-11 21:00:00,4624649.0,395.03429,395.49,395.49,395.55,395.34,5048
2023-01-11 21:30:00,176180.0,395.56002500000005,395.45,395.68,395.68,395.45,780
2023-01-11 22:00:00,86862.0,395.71894333333336,395.57,395.76,395.8499,395.57,650
2023-01-11 22:30:00,38681.0,395.7881208333333,395.78,395.75,395.83,395.72,364
2023-01-11 23:00:00,96268.0,395.492748275862,395.73,395.46,395.73,395.39,581
2023-01-11 23:30:00,57782.0,395.37773571428573,395.45,395.35,395.46,395.3,447
2023-01-12 00:00:00,38333.0,395.23947599999997,395.35,395.29,395.42,395.14,325
2023-01-12 00:30:00,77043.0,395.212672,395.26,395.33,395.36,395.09,491
2023-01-12 09:00:00,25736.0,395.63326818181815,395.36,395.62,395.79,395.36,206
2023-01-12 09:30:00,24344.0,395.7553,395.63,395.8,395.87,395.63,110
2023-01-12 10:00:00,13221.0,395.4037947368421,395.78,395.46,395.78,395.25,139
2023-01-12 10:30:00,7132.0,395.524075,395.38,395.62,395.65,395.33,55
2023-01-12 11:00:00,4841.0,395.6948384615385,395.62,395.7,395.8,395.53,85
2023-01-12 11:30:00,31141.0,395.802496,395.72,395.75,395.9,395.72,161
2023-01-12 12:00:00,69106.0,396.03417586206893,395.74,396.09,396.27,395.71,547
2023-01-12 12:30:00,207851.0,396.3286931034483,396.08,396.67,396.68,396.05,997
2023-01-12 13:00:00,869027.0,396.92374,396.66,393.99,398.45,393.99,5855
2023-01-12 13:30:00,4370275.0,395.9271766666667,393.99,398.0,398.45,392.0,28967
2023-01-12 14:00:00,1447131.0,397.02232333333336,398.05,396.67,398.78,395.43,10524
2023-01-12 14:30:00,10474581.0,394.12130666666667,396.67,393.71,396.965,392.42,89463
2023-01-12 15:00:00,8302908.0,395.63567333333333,393.73,395.92,396.895,393.64,74340
2023-01-12 15:30:00,6508086.0,395.8607166666667,395.92,395.49,396.99,394.63,53621
2023-01-12 16:00:00,4693409.0,395.52971999999994,395.51,395.7199,396.18,394.36,38249
2023-01-12 16:30:00,2921675.0,395.72707333333335,395.72,396.36,396.54,394.74,28994
2023-01-12 17:00:00,3678264.0,397.08549666666664,396.37,397.84,397.93,396.14,31874
2023-01-12 17:30:00,4278344.0,397.79304333333334,397.85,397.755,398.126,397.45,31837
2023-01-12 18:00:00,5020711.0,397.7788433333333,397.75,396.18,398.3899,395.9,41752
2023-01-12 18:30:00,5406318.0,397.35042,396.22,398.26,398.43,395.53,42155
2023-01-12 19:00:00,3863469.0,397.83238,398.27,397.46,398.485,397.3,32981
2023-01-12 19:30:00,3560567.0,397.47557,397.454,397.39,397.98,396.72,29289
2023-01-12 20:00:00,5507870.0,396.80892666666665,397.3913,396.68,397.54,396.25,38730
2023-01-12 20:30:00,9618612.0,396.61907333333335,396.685,396.94,397.16,395.86,76134
2023-01-12 21:00:00,5647259.0,396.83511379310346,396.94,397.03,397.16,396.79,4189
2023-01-12 21:30:00,148010.0,397.084,396.99,396.92,397.05,396.9,686
2023-01-12 22:00:00,80849.0,397.0150130434783,397.07,397.04,397.07,396.94,297
2023-01-12 22:30:00,46477.0,397.07009583333337,397.06,397.03,397.12,397.0,415
2023-01-12 23:00:00,76024.0,396.9208869565217,397.02,397.04,397.07,396.78,454
2023-01-12 23:30:00,21484.0,397.03422222222224,397.07,397.11,397.16,396.96,794
2023-01-13 00:00:00,26458.0,397.3206307692308,397.13,397.3,397.45,397.13,316
2023-01-13 00:30:00,18601.0,397.1567619047619,397.3,397.05,397.43,397.05,246
2023-01-13 09:00:00,30146.0,396.9457818181818,396.92,396.5,397.2,396.5,250
2023-01-13 09:30:00,25863.0,396.87976842105263,396.51,397.05,397.23,396.51,149
2023-01-13 10:00:00,17398.0,397.1061263157895,397.06,397.06,397.31,396.99,125
2023-01-13 10:30:00,6258.0,397.0179692307692,397.03,397.07,397.12,396.84,62
2023-01-13 11:00:00,38160.0,396.7042307692308,397.0,396.27,397.0,396.24,210
2023-01-13 11:30:00,116351.0,395.8105586206897,396.26,395.51,396.26,395.38,588
2023-01-13 12:00:00,110741.0,395.25994,395.56,394.18,395.79,394.14,1213
2023-01-13 12:30:00,258693.0,394.02137666666664,394.18,393.5,394.62,393.43,1855
2023-01-13 13:00:00,319545.0,393.58107333333334,395.65,393.3,397.1504,393.16,3184
2023-01-13 13:30:00,255197.0,393.34022999999996,393.25,393.34,393.61,392.97,2324
2023-01-13 14:00:00,298638.0,393.26011,393.5,393.64,393.75,393.02,2801
2023-01-13 14:30:00,6211096.0,394.2950633333333,393.62,394.73,395.22,393.34,58882
2023-01-13 15:00:00,6120587.0,395.7156233333333,394.75,396.49,396.56,394.33,56420
2023-01-13 15:30:00,3677594.0,396.3096833333333,396.5,396.38,396.76,395.86,34260
2023-01-13 16:00:00,3241118.0,395.9826866666666,396.3799,395.99,396.58,395.37,30001
2023-01-13 16:30:00,3179162.0,395.61650000000003,396.01,395.8,396.06,395.23,25162
2023-01-13 17:00:00,2046298.0,396.1779133333333,395.81,396.48,396.59,395.715,19957
2023-01-13 17:30:00,1988730.0,396.3692833333333,396.48,396.7,396.835,396.02,19134
2023-01-13 18:00:00,2513625.0,396.4965133333333,396.695,396.4499,396.92,396.0901,19727
2023-01-13 18:30:00,4077670.0,397.12851333333333,396.45,397.52,397.67,396.33,28833
2023-01-13 19:00:00,2801507.0,397.4309333333333,397.5125,397.58,397.77,397.16,24464
2023-01-13 19:30:00,4094009.0,397.57051666666666,397.59,397.64,397.84,397.31,26507
2023-01-13 20:00:00,3866017.0,397.9234466666667,397.66,398.2806,398.3,397.6,30003
2023-01-13 20:30:00,11104577.0,398.43299666666667,398.3,398.47,399.1,398.17,73400
2023-01-13 21:00:00,5008285.0,398.24109000000004,398.47,398.49,398.59,398.11,4536
2023-01-13 21:30:00,488373.0,398.58975,398.47,398.6,398.66,398.46,1700
2023-01-13 22:00:00,684587.0,398.500504,398.5,398.39,398.61,398.39,314
2023-01-13 22:30:00,58740.0,398.456675,398.41,398.4,398.7,398.3,751
2023-01-13 23:00:00,11067.0,398.3839857142857,398.4,398.27,398.49,398.27,182
2023-01-13 23:30:00,8627.0,398.2968875,398.35,398.3,398.35,398.25,71
2023-01-14 00:00:00,3439.0,398.2839333333333,398.3,398.3,398.34,398.23,108
2023-01-14 00:30:00,16897.0,398.31107777777777,398.26,398.4,398.5,398.2,340
2023-01-17 09:00:00,47758.0,397.35192592592597,397.95,397.13,397.95,396.88,383
2023-01-17 09:30:00,17739.0,397.4770666666667,397.14,397.31,397.69,397.14,146
2023-01-17 10:00:00,20891.0,397.29359411764705,397.33,397.39,397.52,397.09,129
2023-01-17 10:30:00,8305.0,397.57909374999997,397.54,397.69,397.8,397.39,77
2023-01-17 11:00:00,17536.0,397.4901466666667,397.56,397.44,397.57,397.39,95
2023-01-17 11:30:00,12918.0,397.54036,397.49,397.75,397.82,397.38,93
2023-01-17 12:00:00,76898.0,397.82080689655174,397.79,398.0,398.09,397.56,673
2023-01-17 12:30:00,105143.0,397.6107103448276,398.08,397.39,398.08,397.23,833
2023-01-17 13:00:00,238606.0,397.42058,397.64,397.67,398.06,397.03,1948
2023-01-17 13:30:00,139431.0,397.69460333333336,397.73,397.45,398.11,397.3,1556
2023-01-17 14:00:00,444597.0,398.04946,397.56,398.48,398.85,397.55,2825
2023-01-17 14:30:00,5671109.0,398.47528,398.48,398.55,399.1,397.62,53079
2023-01-17 15:00:00,5502482.0,399.77098,398.56,399.73,400.23,398.56,51717
2023-01-17 15:30:00,4474002.0,398.64999,399.71,398.23,399.83,397.83,36652
2023-01-17 16:00:00,4940718.0,397.6314366666667,398.23,397.695,399.85,397.06,37042
2023-01-17 16:30:00,2945255.0,398.07889,397.695,398.2186,398.56,397.5989,23590
2023-01-17 17:00:00,2666647.0,398.00490666666667,398.23,397.61,398.64,397.49,21405
2023-01-17 17:30:00,2040895.0,398.02496333333335,397.6093,398.11,398.35,397.53,17701
2023-01-17 18:00:00,2540639.0,398.17764,398.12,398.16,398.4,397.9012,18628
2023-01-17 18:30:00,2387434.0,398.52424333333335,398.15,398.655,398.8,398.0401,20478
2023-01-17 19:00:00,4045013.0,398.24503,398.66,397.84,398.84,397.59,27187
2023-01-17 19:30:00,2862061.0,398.3915366666667,397.845,398.1,398.7,397.84,23693
2023-01-17 20:00:00,3386255.0,398.16626,398.1176,397.96,398.56,397.78,26518
2023-01-17 20:30:00,8836950.0,397.77519,397.94,397.76,398.19,397.155,64772
2023-01-17 21:00:00,5447236.0,397.7302137931034,397.77,397.65,398.04,397.63,3117
