timestamp,volume,vw,open,close,high,low,t,number_of_trades
2023-08-01 08:00:00,1691.0,457.2514,457.3,457.2,457.3,457.2,1690876800000,26
2023-08-01 08:01:00,5903.0,457.1885,457.2,457.16,457.2,457.15,1690876860000,20
2023-08-01 08:02:00,5127.0,457.2392,457.15,457.25,457.25,457.15,1690876920000,14
2023-08-01 08:03:00,222.0,457.1809,457.18,457.18,457.18,457.18,1690876980000,2
2023-08-01 08:04:00,499.0,457.1765,457.18,457.18,457.18,457.18,1690877040000,6
2023-08-01 08:05:00,277.0,457.1619,457.16,457.17,457.17,457.16,1690877100000,4
2023-08-01 08:06:00,443.0,457.0809,457.17,457.05,457.17,457.05,1690877160000,6
2023-08-01 08:07:00,956.0,457.0413,457.06,457.0,457.06,457.0,1690877220000,13
2023-08-01 08:08:00,3090.0,456.985,457.0,457.01,457.01,456.97,1690877280000,15
2023-08-01 08:10:00,2590.0,456.967,456.95,457.04,457.04,456.95,1690877400000,19
2023-08-01 08:11:00,751.0,456.9906,457.01,456.95,457.01,456.95,1690877460000,7
2023-08-01 08:12:00,103.0,456.9991,457.0,457.0,457.0,457.0,1690877520000,3
2023-08-01 08:13:00,3887.0,456.9798,456.97,457.0,457.0,456.96,1690877580000,13
2023-08-01 08:14:00,159.0,456.9789,456.98,456.98,456.98,456.98,1690877640000,4
2023-08-01 08:15:00,507.0,456.9497,456.95,456.95,456.95,456.95,1690877700000,5
2023-08-01 08:16:00,114.0,456.95,456.95,456.95,456.95,456.95,1690877760000,1
2023-08-01 08:17:00,2227.0,456.9244,456.92,456.92,456.93,456.92,1690877820000,9
2023-08-01 08:18:00,1012.0,456.92,456.92,456.92,456.92,456.92,1690877880000,6
2023-08-01 08:19:00,3318.0,456.866,456.88,456.85,456.89,456.85,1690877940000,20
2023-08-01 08:20:00,2200.0,456.9027,456.9,456.91,456.91,456.88,1690878000000,4
2023-08-01 08:21:00,293.0,456.9,456.9,456.9,456.9,456.9,1690878060000,2
2023-08-01 08:22:00,279.0,456.8671,456.87,456.87,456.87,456.87,1690878120000,5
2023-08-01 08:23:00,201.0,456.86,456.86,456.86,456.86,456.86,1690878180000,2
2023-08-01 08:24:00,1128.0,456.7469,456.75,456.71,456.75,456.71,1690878240000,14
2023-08-01 08:27:00,241.0,456.7413,456.75,456.75,456.75,456.75,1690878420000,4
