timestamp,volume,vw,open,close,high,low,t,number_of_trades
2024-01-02 09:00:00,20460.0,476.2997,476.25,476.31,476.36,476.0,1704186000000,84
2024-01-02 09:01:00,6369.0,476.3201,476.34,476.29,476.34,476.29,1704186060000,16
2024-01-02 09:02:00,6152.0,476.2802,476.29,476.28,476.29,476.28,1704186120000,10
2024-01-02 09:03:00,369.0,476.2701,476.27,476.27,476.27,476.27,1704186180000,10
2024-01-02 09:05:00,547.0,476.1955,476.2,476.19,476.2,476.19,1704186300000,8
2024-01-02 09:06:00,230.0,476.1778,476.18,476.18,476.18,476.18,1704186360000,13
2024-01-02 09:07:00,5624.0,476.1469,476.21,476.14,476.21,476.14,1704186420000,18
2024-01-02 09:08:00,107.0,476.1895,476.19,476.19,476.19,476.19,1704186480000,3
2024-01-02 09:10:00,340.0,476.1294,476.13,476.12,476.13,476.12,1704186600000,4
2024-01-02 09:11:00,341.0,476.0236,476.03,476.03,476.03,476.02,1704186660000,9
2024-01-02 09:12:00,425.0,476.0,476.0,476.0,476.0,476.0,1704186720000,3
2024-01-02 09:16:00,1446.0,475.8731,475.87,475.88,475.88,475.87,1704186960000,9
2024-01-02 09:19:00,661.0,475.8123,475.81,475.81,475.81,475.81,1704187140000,7
2024-01-02 09:21:00,1202.0,475.7126,475.72,475.7,475.72,475.7,1704187260000,10
2024-01-02 09:23:00,100.0,475.78,475.78,475.78,475.78,475.78,1704187380000,1
2024-01-02 09:24:00,2600.0,475.7039,475.71,475.71,475.71,475.7,1704187440000,9
2024-01-02 09:25:00,552.0,475.6622,475.66,475.66,475.66,475.66,1704187500000,5
2024-01-02 09:26:00,501.0,475.6999,475.7,475.7,475.7,475.7,1704187560000,3
2024-01-02 09:28:00,1015.0,475.7302,475.73,475.73,475.73,475.73,1704187680000,4
2024-01-02 09:30:00,1381.0,475.7511,475.75,475.75,475.75,475.75,1704187800000,7
2024-01-02 09:33:00,404.0,475.7402,475.74,475.74,475.74,475.74,1704187980000,2
2024-01-02 09:34:00,5802.0,475.6911,475.7,475.69,475.7,475.69,1704188040000,16
2024-01-02 09:36:00,1498.0,475.6213,475.64,475.61,475.64,475.6,1704188160000,6
2024-01-02 09:37:00,558.0,475.5601,475.56,475.56,475.56,475.56,1704188220000,13
2024-01-02 09:38:00,1340.0,475.5704,475.52,475.56,475.59,475.52,1704188280000,6
2024-01-02 09:39:00,2613.0,475.4929,475.54,475.48,475.54,475.47,1704188340000,14
2024-01-02 09:40:00,233.0,475.4024,475.4,475.4,475.4,475.4,1704188400000,7
2024-01-02 09:42:00,801.0,475.49,475.49,475.49,475.49,475.49,1704188520000,3
2024-01-02 09:43:00,2052.0,475.4515,475.49,475.42,475.49,475.42,1704188580000,9
2024-01-02 09:45:00,1338.0,475.4735,475.49,475.44,475.5,475.44,1704188700000,8
2024-01-02 09:47:00,1501.0,475.5166,475.49,475.52,475.54,475.49,1704188820000,4
2024-01-02 09:48:00,501.0,475.52,475.52,475.52,475.52,475.52,1704188880000,2
2024-01-02 09:51:00,515.0,475.42,475.42,475.42,475.42,475.42,1704189060000,6
2024-01-02 09:52:00,554.0,475.2736,475.27,475.27,475.27,475.27,1704189120000,12
2024-01-02 09:53:00,700.0,475.2957,475.31,475.29,475.31,475.29,1704189180000,3
2024-01-02 09:54:00,100.0,475.3,475.3,475.3,475.3,475.3,1704189240000,1
2024-01-02 09:57:00,376.0,475.406,475.4,475.4,475.4,475.4,1704189420000,4
2024-01-02 10:00:00,1074.0,475.3691,475.39,475.34,475.39,475.34,1704189600000,6
