timestamp,volume,vw,open,close,high,low,t,number_of_trades
2023-05-01 08:00:00,52935.0,416.1219,416.15,416.07,416.15,416.07,1682928000000,86
2023-05-01 08:01:00,22205.0,416.07,416.07,416.07,416.07,416.07,1682928060000,30
2023-05-01 08:02:00,25508.0,416.1499,416.15,416.14,416.15,416.14,1682928120000,30
2023-05-01 08:04:00,1001.0,416.1199,416.12,416.12,416.12,416.12,1682928240000,6
2023-05-01 08:05:00,18856.0,416.1099,416.1,416.11,416.11,416.1,1682928300000,23
2023-05-01 08:06:00,6144.0,416.11,416.11,416.11,416.11,416.11,1682928360000,4
2023-05-01 08:07:00,4415.0,415.9449,415.99,415.93,415.99,415.93,1682928420000,17
2023-05-01 08:08:00,10464.0,415.9755,415.93,416.0,416.0,415.9,1682928480000,21
2023-05-01 08:09:00,16330.0,415.9204,415.9,415.9,415.94,415.9,1682928540000,39
2023-05-01 08:10:00,6008.0,415.9319,415.95,415.9,415.95,415.9,1682928600000,21
2023-05-01 08:11:00,5542.0,415.8994,415.9,415.92,415.92,415.89,1682928660000,16
2023-05-01 08:12:00,5000.0,415.8449,415.83,415.85,415.85,415.83,1682928720000,11
2023-05-01 08:13:00,5003.0,415.8252,415.8,415.85,415.85,415.8,1682928780000,17
2023-05-01 08:14:00,207.0,415.7512,415.75,415.75,415.75,415.75,1682928840000,4
2023-05-01 08:15:00,10074.0,415.7245,415.75,415.7,415.75,415.7,1682928900000,27
2023-05-01 08:16:00,1000.0,415.67,415.67,415.67,415.67,415.67,1682928960000,4
2023-05-01 08:17:00,617.0,415.7276,415.73,415.72,415.73,415.72,1682929020000,5
2023-05-01 08:21:00,731.0,415.7145,415.72,415.72,415.72,415.72,1682929260000,4
2023-05-01 08:22:00,10000.0,415.8171,415.78,415.85,415.85,415.78,1682929320000,29
2023-05-01 08:23:00,832.0,415.78,415.78,415.78,415.78,415.78,1682929380000,5
2023-05-01 08:25:00,2896.0,415.8017,415.81,415.8,415.81,415.79,1682929500000,9
2023-05-01 08:26:00,7766.0,415.808,415.8,415.82,415.82,415.8,1682929560000,20
2023-05-01 08:29:00,4037.0,415.741,415.75,415.74,415.75,415.74,1682929740000,10
2023-05-01 08:30:00,4562.0,415.7175,415.72,415.71,415.72,415.71,1682929800000,22
2023-05-01 08:31:00,118.0,415.62,415.62,415.62,415.62,415.62,1682929860000,2
2023-05-01 08:32:00,785.0,415.6008,415.62,415.6,415.62,415.58,1682929920000,8
2023-05-01 08:33:00,502.0,415.5999,415.6,415.6,415.6,415.6,1682929980000,4
2023-05-01 08:35:00,500.0,415.63,415.63,415.63,415.63,415.63,1682930100000,2
2023-05-01 08:36:00,500.0,415.64,415.64,415.64,415.64,415.64,1682930160000,2
2023-05-01 08:38:00,225.0,415.658,415.66,415.66,415.66,415.66,1682930280000,4
2023-05-01 08:43:00,217.0,415.7098,415.7,415.7,415.7,415.7,1682930580000,4
2023-05-01 08:45:00,200.0,415.71,415.71,415.71,415.71,415.71,1682930700000,1
2023-05-01 08:46:00,310.0,415.7513,415.75,415.75,415.75,415.75,1682930760000,5
2023-05-01 08:47:00,195.0,415.7907,415.79,415.79,415.79,415.79,1682930820000,5
2023-05-01 08:48:00,193.0,415.7799,415.78,415.78,415.78,415.78,1682930880000,3
2023-05-01 08:49:00,219.0,415.7883,415.78,415.78,415.78,415.78,1682930940000,4
