timestamp,volume,vw,open,close,high,low,t,number_of_trades
2023-04-03 08:00:00,15769.0,408.8897,409.0,409.17,409.22,408.5,1680508800000,72
2023-04-03 08:01:00,2089.0,409.2114,409.21,409.23,409.23,409.21,1680508860000,19
2023-04-03 08:02:00,6873.0,409.1939,409.32,409.15,409.32,409.15,1680508920000,36
2023-04-03 08:03:00,3263.0,409.1038,409.14,409.09,409.14,409.08,1680508980000,30
2023-04-03 08:04:00,1187.0,409.0276,409.02,409.08,409.08,409.0,1680509040000,18
2023-04-03 08:05:00,4127.0,409.0519,409.01,409.03,409.12,409.01,1680509100000,19
2023-04-03 08:06:00,1746.0,408.9877,408.98,409.05,409.05,408.98,1680509160000,12
2023-04-03 08:07:00,979.0,409.0002,409.0,408.99,409.0,408.99,1680509220000,15
2023-04-03 08:08:00,1515.0,408.9545,408.95,408.96,408.97,408.95,1680509280000,7
2023-04-03 08:09:00,610.0,408.8768,408.88,408.87,408.88,408.87,1680509340000,7
2023-04-03 08:10:00,501.0,408.9112,408.92,408.9,408.92,408.9,1680509400000,11
2023-04-03 08:11:00,679.0,408.8809,408.87,408.93,408.93,408.87,1680509460000,14
2023-04-03 08:12:00,1039.0,408.8406,408.84,408.82,408.86,408.82,1680509520000,17
2023-04-03 08:14:00,531.0,408.7522,408.77,408.77,408.77,408.77,1680509640000,10
2023-04-03 08:15:00,3415.0,408.7841,408.79,408.72,408.84,408.72,1680509700000,22
2023-04-03 08:16:00,4009.0,408.6754,408.73,408.69,408.73,408.66,1680509760000,20
2023-04-03 08:17:00,5136.0,408.7741,408.75,408.76,408.84,408.75,1680509820000,16
2023-04-03 08:18:00,2083.0,408.7795,408.76,408.8,408.8,408.75,1680509880000,13
2023-04-03 08:19:00,1471.0,408.7449,408.78,408.72,408.78,408.72,1680509940000,15
2023-04-03 08:20:00,2702.0,408.7392,408.75,408.76,408.76,408.73,1680510000000,20
2023-04-03 08:22:00,576.0,408.6583,408.64,408.68,408.68,408.64,1680510120000,13
2023-04-03 08:24:00,618.0,408.6303,408.61,408.65,408.65,408.61,1680510240000,8
2023-04-03 08:25:00,651.0,408.594,408.6,408.6,408.6,408.6,1680510300000,16
2023-04-03 08:26:00,506.0,408.5669,408.57,408.56,408.57,408.56,1680510360000,11
2023-04-03 08:27:00,4397.0,408.5242,408.54,408.56,408.58,408.51,1680510420000,18
2023-04-03 08:28:00,1085.0,408.5213,408.56,408.42,408.56,408.42,1680510480000,16
2023-04-03 08:30:00,538.0,408.4459,408.45,408.45,408.45,408.45,1680510600000,7
2023-04-03 08:31:00,1050.0,408.4267,408.42,408.43,408.43,408.42,1680510660000,6
2023-04-03 08:32:00,1319.0,408.3703,408.4,408.39,408.4,408.36,1680510720000,12
2023-04-03 08:33:00,1367.0,408.5083,408.51,408.51,408.51,408.51,1680510780000,6
2023-04-03 08:34:00,850.0,408.5502,408.56,408.56,408.56,408.56,1680510840000,8
2023-04-03 08:35:00,949.0,408.5899,408.56,408.6,408.6,408.56,1680510900000,10
2023-04-03 08:36:00,4478.0,408.6444,408.61,408.65,408.65,408.61,1680510960000,14
2023-04-03 08:37:00,1183.0,408.5952,408.6,408.59,408.61,408.58,1680511020000,10
2023-04-03 08:38:00,511.0,408.6091,408.6,408.64,408.64,408.6,1680511080000,4
2023-04-03 08:39:00,2332.0,408.6426,408.63,408.67,408.67,408.63,1680511140000,12
2023-04-03 08:40:00,421.0,408.6099,408.61,408.61,408.61,408.61,1680511200000,5
2023-04-03 08:41:00,260.0,408.616,408.62,408.62,408.62,408.62,1680511260000,4
2023-04-03 08:44:00,180.0,408.7437,408.74,408.74,408.74,408.74,1680511440000,3
2023-04-03 08:45:00,356.0,408.6528,408.66,408.65,408.66,408.65,1680511500000,5
2023-04-03 08:46:00,656.0,408.6098,408.64,408.6,408.64,408.6,1680511560000,6
2023-04-03 08:48:00,203.0,408.6215,408.62,408.62,408.62,408.62,1680511680000,3
2023-04-03 08:50:00,715.0,408.6941,408.69,408.7,408.7,408.69,1680511800000,10
2023-04-03 08:52:00,140.0,408.8143,408.8,408.8,408.8,408.8,1680511920000,2
2023-04-03 08:54:00,303.0,408.675,408.69,408.69,408.69,408.69,1680512040000,10
2023-04-03 08:55:00,469.0,408.6603,408.65,408.65,408.65,408.65,1680512100000,2
2023-04-03 08:57:00,1175.0,408.7104,408.74,408.68,408.74,408.68,1680512220000,7
2023-04-03 08:58:00,1001.0,408.69,408.69,408.69,408.69,408.69,1680512280000,4
2023-04-03 08:59:00,427.0,408.6713,408.66,408.67,408.69,408.66,1680512340000,5
2023-04-03 09:00:00,224.0,408.7514,408.72,408.78,408.78,408.72,1680512400000,3
2023-04-03 09:01:00,218.0,408.8055,408.81,408.81,408.81,408.81,1680512460000,8
2023-04-03 09:02:00,130.0,408.8119,408.81,408.81,408.81,408.81,1680512520000,11
2023-04-03 09:05:00,105.0,408.81,408.81,408.81,408.81,408.81,1680512700000,2
2023-04-03 09:06:00,506.0,408.8404,408.84,408.84,408.84,408.84,1680512760000,5
2023-04-03 09:07:00,1152.0,408.9299,408.93,408.94,408.94,408.93,1680512820000,6
2023-04-03 09:10:00,606.0,408.9797,408.98,408.98,408.98,408.98,1680513000000,4
2023-04-03 09:11:00,403.0,408.892,408.91,408.84,408.91,408.84,1680513060000,5
2023-04-03 09:14:00,359.0,408.9234,408.92,408.92,408.92,408.92,1680513240000,5
2023-04-03 09:15:00,1462.0,408.992,409.0,408.96,409.0,408.96,1680513300000,10
2023-04-03 09:19:00,606.0,408.9017,408.9,408.9,408.9,408.9,1680513540000,3
2023-04-03 09:20:00,296.0,408.8724,408.85,408.87,408.87,408.85,1680513600000,5
2023-04-03 09:21:00,229.0,408.8683,408.83,408.9,408.9,408.83,1680513660000,3
2023-04-03 09:22:00,453.0,408.8817,408.91,408.85,408.91,408.85,1680513720000,9
2023-04-03 09:23:00,165.0,408.8799,408.88,408.88,408.88,408.88,1680513780000,3
2023-04-03 09:24:00,553.0,408.8704,408.87,408.87,408.87,408.87,1680513840000,4
2023-04-03 09:25:00,804.0,408.855,408.86,408.85,408.86,408.85,1680513900000,4
2023-04-03 09:26:00,401.0,408.7897,408.79,408.79,408.79,408.79,1680513960000,4
2023-04-03 09:30:00,171.0,408.8992,408.92,408.92,408.92,408.92,1680514200000,2
2023-04-03 09:35:00,2284.0,408.9488,408.97,408.94,408.97,408.94,1680514500000,12
2023-04-03 09:36:00,226.0,408.94,408.94,408.94,408.94,408.94,1680514560000,3
2023-04-03 09:37:00,113.0,408.9103,408.91,408.91,408.91,408.91,1680514620000,2
2023-04-03 09:38:00,302.0,408.9,408.9,408.9,408.9,408.9,1680514680000,2
2023-04-03 09:41:00,105.0,408.8886,408.89,408.89,408.89,408.89,1680514860000,2
2023-04-03 09:44:00,1415.0,408.862,408.9,408.81,408.9,408.81,1680515040000,9
2023-04-03 09:46:00,629.0,408.7791,408.82,408.77,408.82,408.77,1680515160000,4
